datetime,rank_ic
2025-08-11,-0.05676482541940119
2025-08-12,-0.018140466088339385
2025-08-13,-0.17163453098853196
2025-08-14,-0.08596739808972986
2025-08-15,-0.13411070652943444
2025-08-18,-0.1293350039671767
2025-08-19,-0.05827629649640895
2025-08-20,-0.040513182320091455
2025-08-21,-0.09150989710613358
2025-08-22,0.017143934785903335
2025-08-25,-0.07231748632691606
2025-08-26,0.02279156064846505
2025-08-27,0.058523044262689325
2025-08-28,0.06397932417863242
2025-08-29,0.024548412261111506
2025-09-01,-0.08922287163833581
2025-09-02,-0.16142576694809907
2025-09-03,-0.14509798213638567
2025-09-04,0.009865493368211905
2025-09-05,0.17687832767705
2025-09-08,0.1928382555217638
2025-09-09,0.28157791043847163
2025-09-10,0.19130097882793648
2025-09-11,0.11669960085616365
2025-09-12,0.10062353681534075
2025-09-15,0.1081685814201709
2025-09-16,0.17497037436502638
2025-09-17,0.1742685359520174
2025-09-18,0.02605097876773797
2025-09-19,0.07344090917247968
2025-09-22,-0.15058108270397166
2025-09-23,-0.060838006516213274
2025-09-24,-0.026435966229465667
2025-09-25,-0.11139673202688635
2025-09-26,-0.11583767084225668
2025-09-29,-0.11835858779935973
2025-09-30,-0.12437292239463249
2025-10-09,-0.09550552874621834
2025-10-10,-0.113832691630798
2025-10-13,-0.08247453166474068
2025-10-14,0.14861306235393648
2025-10-15,0.14887075581578368
2025-10-16,0.12423232411763258
2025-10-17,0.2795477416684639
2025-10-20,0.22086292283858916
2025-10-21,0.15672401214741727
2025-10-22,0.04068846615751795
2025-10-23,0.013032928163496826
2025-10-24,-0.00026270303960688037
2025-10-27,-0.03180386256003749
2025-10-28,-0.032428559128774015
2025-10-29,-0.1202922214168295
2025-10-30,-0.08927011266796134
2025-10-31,-0.07612393915084548
2025-11-03,-0.12157656908760565
2025-11-04,-0.17184380034407284
2025-11-05,-0.1922158815174204
2025-11-06,-0.2226807835969709
2025-11-07,-0.23747817924131542
2025-11-10,-0.04808004573873946
2025-11-11,0.05602373390223521
2025-11-12,0.05017514416894847
2025-11-13,0.028761540125869456
2025-11-14,-0.050576554496632266
2025-11-17,-0.05495208879105904
2025-11-18,-0.004888582548516577
2025-11-19,0.07647774398363853
2025-11-20,-0.020134018722418275
2025-11-21,0.020267354858097265
2025-11-24,0.05209813783432378
2025-11-25,-0.022008242524600218
2025-11-26,-0.016977620669276126
2025-11-27,-0.006241905550823871
2025-11-28,-0.06825010347372465
2025-12-01,-0.0035623564083695144
2025-12-02,0.05723154552461032
2025-12-03,0.07962320941908467
2025-12-04,2.5507003130020262e-05
2025-12-05,-0.0059345339808934755
2025-12-08,-0.055934138217837354
2025-12-09,-0.08139091828024957
2025-12-10,0.04054358191381696
2025-12-11,0.04018090963943289
2025-12-12,0.0835736011143013
2025-12-15,0.11375858825549319
2025-12-16,0.18375316405095388
2025-12-17,0.10599528065632095
2025-12-18,0.14471013300229746
2025-12-19,0.17831632594175623
2025-12-22,-0.015872794290805004
2025-12-23,-0.09402409336203515
2025-12-24,-0.14910409068329925
